,reg,reg_abs,head1_self,head2_self,head3_self,head4_self,head5_self,head6_self,head7_self,head8_self,head_sum_self,head1_no_self,head2_no_self,head3_no_self,head4_no_self,head5_no_self,head6_no_self,head7_no_self,head8_no_self,head_sum_no_self
feature_134,-0.0013,0.0,0.0349,0.0239,0.0339,0.0315,0.0397,0.0308,0.0341,0.0352,0.264,0.0018,0.0013,0.0012,0.002,0.003,0.0034,0.0011,0.0009,0.0147
feature_135,-0.0408,0.0014,0.027,0.0203,0.0264,0.0251,0.0305,0.0246,0.0257,0.0267,0.2063,0.0017,0.0009,0.0009,0.002,0.0026,0.0012,0.0009,0.0017,0.0119
feature_136,-0.0102,0.0004,0.03,0.0235,0.0299,0.0219,0.0292,0.0314,0.0302,0.0326,0.2289,0.0011,0.0103,0.0006,0.0018,0.0014,0.0045,0.0017,0.0019,0.0235
feature_137,0.0295,0.001,0.0308,0.0174,0.0313,0.0222,0.0296,0.0276,0.0294,0.0329,0.2212,0.0011,0.0011,0.0017,0.0015,0.0042,0.002,0.0014,0.0008,0.0137
feature_138,0.0269,0.0009,0.0344,0.022,0.0378,0.0265,0.0301,0.0364,0.0327,0.0367,0.2566,0.0021,0.0018,0.0012,0.0018,0.0017,0.0014,0.0022,0.001,0.0132
feature_139,-0.0773,0.0027,0.0321,0.0181,0.0349,0.0242,0.0286,0.0328,0.0298,0.0341,0.2345,0.0021,0.0012,0.0023,0.0021,0.0013,0.0021,0.0009,0.0016,0.0136
feature_140,-0.0228,0.0008,0.0388,0.018,0.0406,0.0258,0.0347,0.0394,0.0354,0.0416,0.2744,0.0023,0.001,0.0042,0.0012,0.0018,0.0024,0.0042,0.0015,0.0187
feature_141,-0.0195,0.0007,0.0239,0.0222,0.0252,0.0215,0.0218,0.0254,0.0235,0.0247,0.1883,0.0017,0.0009,0.0032,0.001,0.0018,0.0023,0.0038,0.001,0.0157
feature_142,0.1019,0.0035,0.0225,0.016,0.0233,0.0187,0.0212,0.022,0.0222,0.023,0.1689,0.0019,0.0015,0.0011,0.0011,0.001,0.0011,0.0026,0.0018,0.012
feature_143,-0.0825,0.0029,0.0341,0.0223,0.0354,0.0271,0.0308,0.0367,0.0324,0.0357,0.2545,0.0021,0.0011,0.0016,0.0011,0.0015,0.0009,0.0128,0.0021,0.0232
feature_144,-0.0489,0.0017,0.0328,0.0262,0.0321,0.0276,0.0353,0.0322,0.0319,0.0327,0.2509,0.0009,0.0013,0.001,0.0008,0.0027,0.0041,0.0028,0.0009,0.0145
feature_145,0.0469,0.0016,0.029,0.0227,0.0284,0.0241,0.0304,0.03,0.0295,0.0304,0.2244,0.0008,0.0016,0.0021,0.0013,0.0008,0.0038,0.0006,0.0018,0.0128
feature_146,-0.0188,0.0007,0.0251,0.024,0.0234,0.0263,0.0306,0.0257,0.0255,0.0258,0.2065,0.002,0.0007,0.0016,0.0008,0.0011,0.002,0.0008,0.0009,0.0099
feature_147,0.0254,0.0009,0.0259,0.0301,0.0252,0.0296,0.0306,0.0278,0.0272,0.0267,0.223,0.0015,0.0017,0.001,0.0009,0.0007,0.0021,0.0007,0.0012,0.0098
feature_148,-0.0352,0.0012,0.029,0.0274,0.0262,0.0321,0.0342,0.0322,0.0311,0.0304,0.2427,0.0018,0.0015,0.0026,0.0008,0.001,0.0016,0.0014,0.0122,0.0231
feature_149,0.0288,0.001,0.0249,0.0212,0.0246,0.0252,0.0266,0.026,0.025,0.0245,0.1979,0.0016,0.0015,0.0017,0.0006,0.0016,0.0016,0.0015,0.0014,0.0115
feature_150,-0.026,0.0009,0.0239,0.0384,0.0233,0.0339,0.0291,0.0281,0.0266,0.0241,0.2274,0.0011,0.0018,0.0012,0.0012,0.0012,0.0018,0.0012,0.0017,0.0111
feature_151,-0.0381,0.0013,0.0283,0.0327,0.0275,0.0367,0.0372,0.0314,0.0303,0.0296,0.2537,0.0017,0.0014,0.0021,0.0047,0.0027,0.0015,0.0006,0.0016,0.0163
feature_152,0.0539,0.0019,0.0213,0.0295,0.0211,0.028,0.025,0.0233,0.0229,0.021,0.192,0.0017,0.0008,0.0013,0.0012,0.0009,0.0017,0.001,0.001,0.0095
feature_153,0.0188,0.0007,0.0216,0.0308,0.0192,0.0332,0.0254,0.0249,0.025,0.0193,0.1993,0.0011,0.004,0.0011,0.0012,0.0014,0.0017,0.0015,0.0038,0.0158
feature_154,-0.0439,0.0015,0.0186,0.0257,0.0178,0.0231,0.0184,0.0194,0.0193,0.0167,0.159,0.001,0.0011,0.0008,0.0023,0.0008,0.0024,0.0008,0.0016,0.0109
feature_155,-0.0303,0.001,0.0218,0.0208,0.0232,0.0205,0.0181,0.0233,0.0217,0.0213,0.1708,0.0015,0.0008,0.0016,0.0007,0.0014,0.0011,0.0037,0.0021,0.0129
feature_156,-0.0502,0.0017,0.026,0.0207,0.0291,0.0224,0.0206,0.0282,0.0253,0.0262,0.1986,0.0007,0.0019,0.0006,0.0032,0.0016,0.0007,0.0011,0.002,0.0117
feature_157,0.0975,0.0034,0.0227,0.0204,0.0256,0.0218,0.0179,0.0245,0.0225,0.0228,0.1782,0.003,0.0008,0.0009,0.0023,0.0007,0.0018,0.0061,0.001,0.0167
feature_158,-0.002,1e-04,0.0219,0.0212,0.0271,0.0231,0.0158,0.0227,0.0224,0.0223,0.1764,0.0016,0.0011,0.0014,0.0017,0.0007,0.0012,0.0017,0.0007,0.0101
feature_159,0.0252,0.0009,0.0207,0.0233,0.0256,0.0221,0.0159,0.021,0.0217,0.0221,0.1725,0.0015,0.0009,0.0009,0.0038,0.0015,0.0016,0.001,0.0007,0.012
feature_160,0.0395,0.0014,0.0228,0.0416,0.0221,0.0361,0.0284,0.027,0.0263,0.0223,0.2266,0.0012,0.0015,0.0008,0.0013,0.001,0.0021,0.0013,0.0012,0.0104
feature_161,0.0601,0.0021,0.0223,0.0373,0.0231,0.0322,0.0238,0.0246,0.0257,0.0218,0.2107,0.0019,0.0009,0.001,0.0008,0.0042,0.0027,0.0017,0.0011,0.0141
feature_162,-0.0222,0.0008,0.0216,0.0252,0.0243,0.0247,0.0188,0.0225,0.0229,0.0217,0.1817,0.0012,0.0006,0.0023,0.001,0.0019,0.0013,0.0012,0.0006,0.01
feature_163,-0.0186,0.0006,0.0209,0.0319,0.0255,0.0241,0.0191,0.0221,0.0237,0.0248,0.192,0.0007,0.0009,0.0008,0.0009,0.0075,0.0019,0.0008,0.0009,0.0144
feature_164,0.0007,0.0,0.0218,0.021,0.0215,0.0224,0.0237,0.0216,0.0215,0.0213,0.1749,0.0012,0.001,0.0024,0.0011,0.0009,0.0025,0.001,0.0014,0.0116
feature_165,-0.0168,0.0006,0.0351,0.0222,0.0322,0.0303,0.0415,0.0283,0.0309,0.0324,0.2529,0.0017,0.001,0.001,0.0007,0.0015,0.0026,0.0011,0.0013,0.0109
feature_166,0.0052,0.0002,0.0286,0.0212,0.0273,0.0233,0.03,0.0267,0.0265,0.0277,0.2112,0.0012,0.002,0.0009,0.0012,0.0012,0.0019,0.002,0.0016,0.0118
feature_167,-0.0168,0.0006,0.0271,0.0223,0.028,0.0221,0.0265,0.0292,0.0277,0.0289,0.2118,0.0012,0.009,0.0006,0.0012,0.0014,0.0007,0.0022,0.0011,0.0175
feature_168,0.0661,0.0023,0.0249,0.0198,0.0255,0.0194,0.0228,0.0284,0.0262,0.0285,0.1956,0.0012,0.0016,0.0012,0.0014,0.0016,0.0012,0.001,0.0017,0.011
feature_169,0.0447,0.0015,0.0289,0.0191,0.0307,0.0226,0.0268,0.0305,0.0279,0.0308,0.2172,0.0016,0.001,0.0011,0.0013,0.002,0.0017,0.0014,0.0007,0.0108
feature_170,-0.1,0.0035,0.0338,0.0197,0.0334,0.0251,0.0355,0.0317,0.0315,0.0354,0.2461,0.0031,0.0015,0.0033,0.0022,0.0009,0.0024,0.0015,0.0016,0.0165
feature_171,0.0224,0.0008,0.022,0.0159,0.0231,0.0178,0.0197,0.0229,0.0211,0.0231,0.1655,0.0009,0.0013,0.0063,0.0009,0.0008,0.0008,0.0012,0.0007,0.0128
feature_172,0.0596,0.0021,0.0287,0.0166,0.0292,0.0216,0.0269,0.0286,0.0266,0.0302,0.2083,0.0018,0.0017,0.0024,0.0024,0.0012,0.0011,0.0036,0.0022,0.0163
feature_173,-0.0124,0.0004,0.0328,0.0178,0.0334,0.0224,0.0302,0.0319,0.0301,0.0354,0.234,0.0016,0.0012,0.0059,0.0023,0.001,0.0019,0.0021,0.0031,0.0191
feature_174,0.0026,1e-04,0.0348,0.0214,0.0355,0.0268,0.0353,0.0339,0.0329,0.035,0.2557,0.0019,0.0012,0.0017,0.0026,0.0034,0.0023,0.001,0.0009,0.0149
feature_175,0.0495,0.0017,0.0297,0.0234,0.0294,0.0265,0.0311,0.0306,0.0291,0.0294,0.2292,0.0015,0.0008,0.0033,0.0038,0.001,0.0021,0.0012,0.0013,0.015
feature_176,-0.0015,1e-04,0.0275,0.0201,0.0263,0.0235,0.0302,0.0249,0.0264,0.0272,0.206,0.0013,0.0008,0.0019,0.0008,0.0014,0.0017,0.0006,0.0012,0.0096
feature_177,0.1113,0.0038,0.0363,0.0244,0.0351,0.0281,0.0404,0.0336,0.0343,0.0367,0.269,0.0011,0.0013,0.0035,0.0016,0.0019,0.0018,0.0011,0.0017,0.0139
feature_178,-0.0425,0.0015,0.0293,0.0202,0.0288,0.0289,0.036,0.0265,0.0296,0.0297,0.229,0.0023,0.0011,0.0022,0.0008,0.001,0.0022,0.0013,0.0008,0.0117
feature_179,0.0239,0.0008,0.0275,0.0226,0.0263,0.0254,0.0305,0.0256,0.0263,0.0273,0.2114,0.001,0.0008,0.0013,0.0019,0.0016,0.0017,0.0016,0.0016,0.0116
feature_180,-0.0485,0.0017,0.0288,0.0246,0.0258,0.0311,0.0357,0.0291,0.0291,0.0289,0.2331,0.0008,0.0014,0.0017,0.0016,0.0019,0.0016,0.0009,0.0039,0.0138
feature_181,0.0588,0.002,0.0319,0.0252,0.0299,0.0302,0.0366,0.0324,0.0314,0.0316,0.2492,0.0086,0.0017,0.0023,0.0019,0.0013,0.0023,0.0007,0.0006,0.0194
feature_182,-0.0116,0.0004,0.0269,0.0342,0.0255,0.0365,0.0343,0.0307,0.0298,0.0274,0.2453,0.0023,0.0019,0.0009,0.0015,0.0014,0.0016,0.0007,0.0009,0.0113
feature_183,0.0126,0.0004,0.028,0.0429,0.0266,0.0414,0.0351,0.0318,0.0301,0.0273,0.2632,0.0012,0.0012,0.0008,0.0026,0.0027,0.0037,0.0007,0.0021,0.0149
feature_184,-0.0634,0.0022,0.0234,0.0422,0.0229,0.0377,0.0298,0.0282,0.0261,0.0232,0.2336,0.0023,0.0018,0.0007,0.0012,0.0014,0.0023,0.0008,0.0009,0.0113
feature_185,0.0037,1e-04,0.021,0.0305,0.0207,0.03,0.0245,0.0239,0.0228,0.0203,0.1937,0.0014,0.0017,0.0012,0.0018,0.0017,0.001,0.0015,0.0007,0.0109
feature_186,-0.011,0.0004,0.0197,0.0235,0.0217,0.0222,0.0171,0.0202,0.0208,0.0194,0.1646,0.0007,0.0013,0.0016,0.0022,0.0012,0.0013,0.0008,0.0014,0.0104
feature_187,-0.053,0.0018,0.0251,0.0216,0.0273,0.0233,0.0192,0.0266,0.0236,0.0233,0.1898,0.0013,0.0006,0.0036,0.0008,0.0009,0.0009,0.0027,0.0005,0.0113
feature_188,0.0934,0.0032,0.0247,0.0186,0.0275,0.0214,0.0193,0.0285,0.0251,0.0262,0.1913,0.0018,0.0055,0.0009,0.0005,0.0012,0.0027,0.0037,0.0005,0.0169
feature_189,-0.0523,0.0018,0.0197,0.0187,0.0211,0.0179,0.017,0.0216,0.0203,0.021,0.1571,0.0007,0.0073,0.0007,0.0016,0.001,0.0013,0.0021,0.001,0.0157
feature_190,-0.0158,0.0005,0.0236,0.0178,0.0262,0.0213,0.0214,0.0242,0.024,0.0248,0.1833,0.0009,0.0033,0.0011,0.002,0.0021,0.0011,0.0009,0.0018,0.0133
feature_191,-0.0311,0.0011,0.0233,0.0161,0.0257,0.0192,0.0191,0.023,0.022,0.0232,0.1716,0.0012,0.0011,0.0022,0.0011,0.001,0.0011,0.0008,0.001,0.0096
feature_192,-0.0114,0.0004,0.0221,0.0216,0.0226,0.0226,0.0202,0.0237,0.0219,0.0214,0.1763,0.0015,0.0013,0.0018,0.0018,0.0007,0.0015,0.0019,0.0033,0.0137
feature_193,0.0022,1e-04,0.0279,0.0277,0.0339,0.0325,0.0217,0.0295,0.0293,0.0281,0.2306,0.0028,0.0012,0.0009,0.0022,0.001,0.0021,0.0044,0.0004,0.015
feature_194,0.0271,0.0009,0.0272,0.0243,0.0338,0.0285,0.0207,0.028,0.028,0.0286,0.219,0.0022,0.0006,0.0024,0.003,0.0015,0.0017,0.0028,0.0007,0.0149
feature_195,0.0115,0.0004,0.0262,0.0269,0.0334,0.0307,0.0196,0.0274,0.0282,0.0273,0.2197,0.0009,0.0006,0.004,0.0024,0.0016,0.0008,0.0049,0.0011,0.0164
feature_196,0.0268,0.0009,0.0268,0.0276,0.0229,0.0389,0.0325,0.0285,0.0299,0.0226,0.2297,0.0013,0.0023,0.0006,0.0009,0.0014,0.0012,0.0008,0.0015,0.0102
feature_197,0.051,0.0018,0.0313,0.0293,0.0276,0.0416,0.0368,0.0319,0.0328,0.0261,0.2573,0.0008,0.0062,0.0007,0.0017,0.0019,0.002,0.0014,0.0014,0.0161
feature_198,0.0048,0.0002,0.0271,0.0252,0.0254,0.0281,0.0287,0.0276,0.0277,0.0259,0.2156,0.0017,0.0075,0.0011,0.0022,0.0021,0.0023,0.0006,0.002,0.0194
feature_199,0.0295,0.001,0.0298,0.026,0.0307,0.0276,0.0306,0.0337,0.0327,0.0334,0.2446,0.0038,0.0024,0.002,0.001,0.0021,0.001,0.0009,0.0022,0.0154
feature_200,-0.0182,0.0006,0.0273,0.025,0.0271,0.0223,0.0254,0.0324,0.0295,0.0309,0.2198,0.0021,0.0012,0.0008,0.0009,0.0026,0.0018,0.0015,0.0018,0.0125
feature_201,-0.0061,0.0002,0.0271,0.0197,0.0262,0.0219,0.0277,0.0279,0.0274,0.0291,0.207,0.001,0.0015,0.0021,0.0006,0.0021,0.0009,0.0019,0.0012,0.0114
feature_202,-0.0167,0.0006,0.0269,0.0198,0.0263,0.0206,0.027,0.0283,0.0274,0.0286,0.2049,0.0012,0.0017,0.0008,0.0009,0.0008,0.0008,0.0027,0.0018,0.0107
feature_203,0.0137,0.0005,0.0304,0.0238,0.0308,0.0222,0.0286,0.0346,0.0325,0.0346,0.2376,0.0049,0.0016,0.0018,0.0008,0.0008,0.001,0.0037,0.003,0.0176
feature_204,0.0349,0.0012,0.0253,0.0257,0.0251,0.0236,0.0243,0.028,0.0258,0.0257,0.2034,0.0022,0.0008,0.0011,0.001,0.0013,0.0012,0.0016,0.0011,0.0103
feature_205,0.0288,0.001,0.0314,0.023,0.03,0.0277,0.0339,0.0285,0.0292,0.0301,0.2337,0.0022,0.0008,0.0021,0.0012,0.0038,0.0015,0.0013,0.0006,0.0135
feature_206,-0.037,0.0013,0.0281,0.017,0.027,0.0214,0.0297,0.0242,0.0246,0.0271,0.1991,0.0011,0.0006,0.0022,0.0009,0.0014,0.0008,0.0011,0.0007,0.0088
feature_207,0.0218,0.0008,0.0347,0.0247,0.0355,0.0253,0.0354,0.033,0.0336,0.035,0.2572,0.0028,0.0045,0.0013,0.0027,0.0026,0.0008,0.002,0.0011,0.0178
feature_208,0.017,0.0006,0.0364,0.0203,0.0339,0.0278,0.0399,0.0317,0.0332,0.0366,0.2599,0.0015,0.0012,0.0031,0.0021,0.0058,0.0017,0.0013,0.0007,0.0173
feature_209,-0.069,0.0024,0.0416,0.0193,0.039,0.0271,0.0446,0.0347,0.037,0.044,0.2872,0.0016,0.0013,0.0033,0.0025,0.0029,0.0024,0.0011,0.0015,0.0167
feature_210,-0.0283,0.001,0.0457,0.0235,0.0426,0.0313,0.0498,0.0388,0.0434,0.051,0.3261,0.0021,0.002,0.0024,0.006,0.0025,0.0019,0.0019,0.002,0.0207
feature_211,-0.0025,1e-04,0.0362,0.0229,0.0327,0.0254,0.0376,0.0304,0.0325,0.0382,0.2559,0.0006,0.0017,0.0025,0.0011,0.0013,0.0024,0.0054,0.0009,0.0159
feature_212,-0.0794,0.0027,0.0454,0.022,0.0414,0.029,0.0485,0.038,0.0413,0.0498,0.3155,0.0048,0.0021,0.003,0.0017,0.0047,0.0024,0.0023,0.0032,0.0241
feature_213,0.0303,0.001,0.04,0.0235,0.0365,0.0308,0.0456,0.0353,0.0378,0.0427,0.2924,0.0068,0.0018,0.0034,0.002,0.001,0.0023,0.0012,0.0046,0.023
feature_214,-0.0264,0.0009,0.0247,0.0223,0.0238,0.0276,0.0308,0.0236,0.0252,0.0247,0.2026,0.0016,0.0013,0.0011,0.0016,0.0012,0.0017,0.0014,0.0009,0.0107
feature_215,0.0067,0.0002,0.0317,0.0246,0.0306,0.0293,0.037,0.0304,0.0305,0.0314,0.2455,0.0015,0.0014,0.0024,0.0013,0.0033,0.0009,0.0007,0.0016,0.0131
feature_216,0.0049,0.0002,0.0227,0.0275,0.0224,0.029,0.0274,0.0246,0.0237,0.0228,0.2001,0.0009,0.0005,0.0012,0.0033,0.0015,0.0015,0.0011,0.0008,0.0109
feature_217,0.0161,0.0006,0.0168,0.0214,0.0178,0.0203,0.018,0.0184,0.0181,0.0178,0.1487,0.0015,0.0016,0.0009,0.003,0.0015,0.0012,0.0005,0.0006,0.0108
feature_218,-0.0167,0.0006,0.021,0.0267,0.0248,0.0239,0.0162,0.0211,0.0219,0.0212,0.1768,0.0012,0.0014,0.0009,0.0013,0.0012,0.001,0.001,0.0007,0.0087
feature_219,0.0294,0.001,0.0234,0.0185,0.0277,0.0238,0.0185,0.0233,0.0235,0.0235,0.1821,0.001,0.0008,0.0016,0.0015,0.0009,0.0018,0.0009,0.0006,0.0091
feature_220,-0.0434,0.0015,0.0227,0.0165,0.0256,0.0203,0.0188,0.0235,0.0231,0.024,0.1746,0.0008,0.0033,0.0015,0.001,0.001,0.0016,0.0022,0.0014,0.0128
feature_221,-0.0202,0.0007,0.0244,0.0164,0.0264,0.0209,0.0203,0.0255,0.0233,0.0244,0.1816,0.0015,0.0015,0.001,0.0011,0.0008,0.001,0.0014,0.0024,0.0108
feature_222,0.0378,0.0013,0.0312,0.0178,0.0334,0.0242,0.0279,0.0323,0.0298,0.0327,0.2294,0.0014,0.0008,0.002,0.0021,0.0016,0.0006,0.0009,0.0015,0.011
feature_223,0.0092,0.0003,0.031,0.0209,0.0326,0.0256,0.0275,0.0315,0.0294,0.0306,0.2291,0.0017,0.0006,0.0021,0.0011,0.0015,0.0009,0.016,0.0018,0.0258
feature_224,0.0159,0.0006,0.0253,0.0191,0.026,0.0213,0.0246,0.0263,0.0267,0.0274,0.1968,0.0013,0.0082,0.0015,0.0009,0.0012,0.0014,0.001,0.001,0.0166
feature_225,0.0114,0.0004,0.0292,0.0266,0.0282,0.0309,0.0302,0.0293,0.0316,0.0298,0.2358,0.0014,0.0009,0.0011,0.0018,0.001,0.0013,0.0015,0.001,0.01
feature_226,-0.0398,0.0014,0.0322,0.0366,0.0317,0.0323,0.0328,0.0316,0.0361,0.0349,0.2682,0.0021,0.0013,0.0022,0.0021,0.0015,0.0007,0.0006,0.0138,0.0244
feature_227,0.0133,0.0005,0.0274,0.0252,0.0264,0.0232,0.0269,0.0335,0.0311,0.0321,0.2259,0.0009,0.0041,0.0016,0.0009,0.0035,0.0031,0.001,0.0029,0.0181
feature_228,0.0104,0.0004,0.0289,0.0259,0.0291,0.0235,0.0264,0.0333,0.0309,0.0327,0.2308,0.0012,0.0117,0.0015,0.001,0.0015,0.0051,0.0017,0.0017,0.0254
feature_229,0.0342,0.0012,0.0204,0.0217,0.0199,0.0256,0.0238,0.0221,0.0212,0.0195,0.1742,0.0022,0.0012,0.001,0.0026,0.0013,0.0011,0.0017,0.0009,0.0119
feature_230,-0.0082,0.0003,0.0359,0.0255,0.0349,0.028,0.0374,0.0354,0.0352,0.0373,0.2697,0.0015,0.0008,0.0029,0.0048,0.0022,0.0022,0.0011,0.0023,0.0179
feature_231,0.0036,1e-04,0.0248,0.022,0.0245,0.0219,0.0251,0.0279,0.0269,0.0276,0.2008,0.0022,0.0024,0.0038,0.0011,0.0022,0.0016,0.0008,0.0017,0.0157
feature_232,0.0239,0.0008,0.0241,0.0242,0.0224,0.0284,0.0256,0.027,0.0264,0.0229,0.2011,0.0023,0.0011,0.0008,0.0015,0.0011,0.0012,0.001,0.0015,0.0105
feature_233,-0.0578,0.002,0.0292,0.0301,0.0266,0.0317,0.0315,0.0308,0.0295,0.0274,0.2368,0.0018,0.0025,0.0023,0.0009,0.0019,0.0037,0.001,0.001,0.0152
feature_234,-0.033,0.0011,0.0333,0.0422,0.0291,0.0427,0.0364,0.033,0.0314,0.0266,0.2746,0.0021,0.0029,0.0009,0.0009,0.0028,0.0016,0.0008,0.0018,0.0138
feature_235,0.0193,0.0007,0.0225,0.034,0.0218,0.0305,0.0257,0.0245,0.024,0.0219,0.2049,0.0016,0.0018,0.0011,0.0023,0.0009,0.0008,0.0007,0.0009,0.0099
feature_236,0.0076,0.0003,0.0282,0.0507,0.027,0.0488,0.0375,0.0343,0.0315,0.0276,0.2855,0.002,0.0016,0.0013,0.0016,0.0013,0.0059,0.0008,0.0032,0.0177
feature_237,-0.0244,0.0008,0.0296,0.0321,0.0262,0.0362,0.0336,0.0294,0.0283,0.025,0.2404,0.0014,0.0038,0.0011,0.0011,0.0014,0.0017,0.0009,0.0023,0.0139
feature_238,0.0265,0.0009,0.0287,0.0262,0.0287,0.0256,0.03,0.0279,0.0273,0.0271,0.2215,0.0008,0.0006,0.0016,0.0016,0.003,0.0015,0.0008,0.0013,0.0112
feature_239,0.0057,0.0002,0.0306,0.0238,0.0306,0.0263,0.0334,0.0282,0.0285,0.0289,0.2302,0.0015,0.0007,0.0011,0.0018,0.0015,0.0029,0.0008,0.0013,0.0116
feature_240,-0.0537,0.0019,0.0326,0.0273,0.0308,0.0321,0.0369,0.0301,0.0304,0.0299,0.2501,0.0018,0.0037,0.0023,0.0012,0.0013,0.0008,0.0012,0.0016,0.0139
feature_241,0.0277,0.001,0.0298,0.0346,0.0266,0.0376,0.0327,0.0293,0.0282,0.0239,0.2426,0.001,0.0009,0.0009,0.0025,0.0011,0.0016,0.0008,0.0015,0.0102
feature_242,-0.0202,0.0007,0.0281,0.0389,0.0244,0.039,0.03,0.0283,0.0272,0.0215,0.2374,0.0008,0.0006,0.0013,0.003,0.0011,0.0016,0.0008,0.0007,0.0099
feature_243,-0.0115,0.0004,0.0267,0.0418,0.024,0.0343,0.0256,0.0266,0.0259,0.0213,0.2261,0.0009,0.0006,0.0007,0.005,0.0011,0.0012,0.0011,0.0006,0.0111
feature_244,-0.0278,0.001,0.0245,0.047,0.0221,0.0325,0.0241,0.0251,0.0253,0.0206,0.2213,0.0014,0.0034,0.0007,0.0019,0.0009,0.0019,0.0013,0.0015,0.013
feature_245,0.0291,0.001,0.0281,0.0347,0.0252,0.0366,0.031,0.0277,0.0267,0.0223,0.2324,0.0028,0.0009,0.0011,0.0012,0.0005,0.0012,0.0007,0.002,0.0104
feature_246,-0.0218,0.0008,0.0285,0.0458,0.027,0.047,0.0391,0.0337,0.0313,0.0276,0.28,0.0027,0.0009,0.0015,0.0021,0.0017,0.0007,0.0007,0.0024,0.0128
feature_247,0.053,0.0018,0.0257,0.0397,0.0254,0.0394,0.0339,0.0296,0.0279,0.0261,0.2476,0.0012,0.0014,0.0015,0.0018,0.0014,0.001,0.0006,0.0033,0.0122
feature_248,-0.0095,0.0003,0.0241,0.0225,0.0234,0.0252,0.0264,0.0252,0.0239,0.024,0.1946,0.0012,0.0007,0.0022,0.0008,0.0016,0.0015,0.0016,0.0023,0.0118
feature_249,-0.0257,0.0009,0.0422,0.0203,0.0461,0.0279,0.036,0.0448,0.0377,0.0448,0.2998,0.0023,0.0008,0.0016,0.0024,0.0008,0.0023,0.0017,0.0011,0.0131
feature_250,0.0093,0.0003,0.0251,0.0237,0.0256,0.0222,0.0227,0.0298,0.0269,0.0275,0.2035,0.0009,0.0012,0.001,0.0013,0.0007,0.0027,0.0025,0.0012,0.0115
